2777,,magazine,ATTACHMENTS_TANGO/MAG_FASTRELOAD2_GENERAL,fastreload_lm_t9slowfire02,fastmags2,icon_attachment_lm_t9slowfire_fastreload_02,ATTACHMENTS_TANGO/MAGS_SPEED_LM_T9_DESC,,,,,,,0,0,0,0,-4,3,,ATTACHMENTS/MOD_RELOAD_QUICKNESS|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_MOVEMENT_SPEED|-1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,ATTACHMENTS/MOD_SPRINT_MOVE_SPEED|-1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|-1,,,0,,,
2778,,magazine,ATTACHMENTS_TANGO/MAG_MIXCLIP_75,mixclip_lm_t9slowfire01,smags,icon_attachment_lm_t9slowfire_mixclip_01,ATTACHMENTS_TANGO/MAG_LIGHTWEIGHT_LM_T9_DESC,,,,,,,0,0,0,0,-2,3,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,0,,,
2779,,magazine,ATTACHMENTS_TANGO/MAG_MIXCLIP2_100,mixclip_lm_t9slowfire02,smags2,icon_attachment_lm_t9slowfire_mixclip_02,ATTACHMENTS_TANGO/MAGS_FAST_LM_T9_DESC,,,,,,,0,0,0,0,-2.5,5,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,0,,,
2780,,muzzle,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED,suppressor_lm_t9slowfire01,silencer,icon_attachment_lm_t9slowfire_suppressor_01,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,-5,-5,0,0,7.5,,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|-1,ATTACHMENTS/MOD_BULLET_VELOCITY|-1,,,,,,0,,,
2781,,muzzle,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED2_GENERAL,suppressor_lm_t9slowfire02,silencer2,icon_attachment_lm_t9slowfire_suppressor_02,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.25,-5,-5,0,0,10,,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|-1,ATTACHMENTS/MOD_BULLET_VELOCITY|-1,,,,,0,,,
2782,,muzzle,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE_762MM,mixmuzzle_lm_t9slowfire01,silencer3,icon_attachment_lm_t9slowfire_mixmuzzle_01,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE_762MM_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,0,7.5,,ATTACHMENTS/MOD_MUZZLE_FLASH|1,,,,,,,,0,,,
2783,,muzzle,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE2_GENERAL,mixmuzzle_lm_t9slowfire02,silencer4,icon_attachment_lm_t9slowfire_mixmuzzle_02,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,1.5,0,0,0,-3.5,11,,ATTACHMENTS/MOD_MUZZLE_FLASH|1,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|-1,,,,,0,,,
2784,,muzzle,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR_762MM,compensator_lm_t9slowfire01,comp,icon_attachment_lm_t9slowfire_compensator_01,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR_762MM_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,0,5,,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,,,,,,,,0,,,
2785,,muzzle,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR2_GENERAL,compensator_lm_t9slowfire02,linearbrake,icon_attachment_lm_t9slowfire_compensator_02,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,0,10,,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|-1,,,,,,,0,,,
2786,,extra,ATTACHMENTS_TANGO/BODY_LIGHT_GENERAL,light_lm_t9slowfire01,laser,icon_attachment_lm_t9slowfire_light_01,ATTACHMENTS_TANGO/BODY_LIGHT_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,0,0,,ATTACHMENTS/MOD_REVEAL_DISTANCE|1,,,,,,,,0,,,
2787,,extra,ATTACHMENTS_TANGO/BODY_LIGHT2_GENERAL,light_lm_t9slowfire02,laserbalanced,icon_attachment_lm_t9slowfire_light_02,ATTACHMENTS_TANGO/BODY_LIGHT2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,-4,0,,ATTACHMENTS/MOD_REVEAL_DISTANCE|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,,,,0,,,
2788,,extra,ATTACHMENTS_TANGO/BODY_STEADYAIM_GENERAL,steadyaim_lm_t9slowfire01,laserads,icon_attachment_lm_t9slowfire_steadyaim_01,ATTACHMENTS_TANGO/BODY_STEADYAIM_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,0,0,,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,,,,,,,,0,,,
2789,,extra,ATTACHMENTS_TANGO/STEADYAIM_AR_T902,steadyaim_lm_t9slowfire02,laserrange,icon_attachment_lm_t9slowfire_steadyaim_02,ATTACHMENTS_TANGO/BODY_STEADYAIM2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,-4,0,,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,,,,0,,,
2790,,extra,ATTACHMENTS_TANGO/MIXBODY_AR_T901,mixbody_lm_t9slowfire01,lasermix,icon_attachment_lm_t9slowfire_mixbody_01,ATTACHMENTS_TANGO/BODY_MIXBODY_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,0,0,,ATTACHMENTS/MOD_REVEAL_DISTANCE_ADS|1,,,,,,,,0,,,
2791,,extra,ATTACHMENTS_TANGO/BODY_MIXBODY2_GENERAL,mixbody_lm_t9slowfire02,lasermix2,icon_attachment_lm_t9slowfire_mixbody_02,ATTACHMENTS_TANGO/BODY_MIXBODY2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3,0,0,0,-3,-3,,ATTACHMENTS/MOD_REVEAL_DISTANCE|1,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,,0,,,
2792,,reargrip,ATTACHMENTS_TANGO/HANDLE_HANDLE_PI_T9,handle_pi_t9revolver01,pistolgrip01,icon_attachment_pi_t9revolver_handle_01,ATTACHMENTS_TANGO/HANDLE_HANDLE_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.75,0,0,0,0,0,,ATTACHMENTS/MOD_FLINCH_RESISTANCE|1,,,,,,,,0,,,
2793,,reargrip,ATTACHMENTS_TANGO/HANDLE_HANDLE2_GENERAL,handle_pi_t9revolver02,pistolgrip02,icon_attachment_pi_t9revolver_handle_02,ATTACHMENTS_TANGO/HANDLE_HANDLE2_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,4,0,,ATTACHMENTS/MOD_ADS_TIME|1,ATTACHMENTS/MOD_FLINCH_RESISTANCE|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,,,0,,,
2794,,reargrip,ATTACHMENTS_TANGO/HANDLE_QUICKDRAW_PI_T9,quickdraw_pi_t9revolver01,pistolgrip03,icon_attachment_pi_t9revolver_quickdraw_01,ATTACHMENTS_TANGO/HANDLE_QUICKDRAW_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,4,0,,ATTACHMENTS/MOD_ADS_TIME|1,,,,,,,,0,,,
2795,,reargrip,ATTACHMENTS_TANGO/HANDLE_QUICKDRAW2_PI_T9,quickdraw_pi_t9revolver02,pistolgrip04,icon_attachment_pi_t9revolver_quickdraw_02,ATTACHMENTS_TANGO/HANDLE_QUICKDRAW2_GRANULATED_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,8,-4,,ATTACHMENTS/MOD_ADS_TIME|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,,,,0,,,
2796,,reargrip,ATTACHMENTS_TANGO/HANDLE_MIXHANDLE_PI_T9,mixhandle_pi_t9revolver01,pistolgrip05,icon_attachment_pi_t9revolver_mixhandle_01,ATTACHMENTS_TANGO/HANDLE_MIXHANDLE_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,2,2,,ATTACHMENTS/MOD_FLINCH_RESISTANCE|1,ATTACHMENTS/MOD_AIM_WHILE_GOING_PRONE|1,,,,,,,0,,,
2797,,reargrip,ATTACHMENTS_TANGO/HANDLE_MIXHANDLE2_PI_T9,mixhandle_pi_t9revolver02,pistolgrip06,icon_attachment_pi_t9revolver_mixhandle_02,ATTACHMENTS_TANGO/HANDLE_MIXHANDLE2_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,7,-4,,ATTACHMENTS/MOD_ADS_TIME|1,ATTACHMENTS/MOD_FLINCH_RESISTANCE|1,ATTACHMENTS/MOD_AIM_WHILE_GOING_PRONE|1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,0,,,
2798,,frontpiece,ATTACHMENTS_TANGO/BARREL_BARREL_PISTOL_REVOLVER,barrel_pi_t9revolver01,barlong,icon_attachment_pi_t9revolver_barrel_01,ATTACHMENTS_TANGO/BARREL_BARREL_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,5,0,0,0,,ATTACHMENTS/MOD_BULLET_VELOCITY|1,,,,,,,,0,,,
2799,,frontpiece,ATTACHMENTS_TANGO/BARREL_BARREL2_PISTOL_REVOLVER,barrel_pi_t9revolver02,barcust,icon_attachment_pi_t9revolver_barrel_02,ATTACHMENTS_TANGO/BARREL_BARREL2_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,8,0,-5,0,,ATTACHMENTS/MOD_BULLET_VELOCITY|1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|-1,,,,,,,0,,,
2800,,frontpiece,ATTACHMENTS_TANGO/BARREL_HEAVY_PISTOL_REVOLVER,heavy_pi_t9revolver01,barshort,icon_attachment_pi_t9revolver_heavy_01,ATTACHMENTS_TANGO/BARREL_HEAVY_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,7,0,0,0,0,,ATTACHMENTS/MOD_VEH_DAMAGE|1,,,,,,,,0,,,
2801,,frontpiece,ATTACHMENTS_TANGO/BARREL_HEAVY2_PISTOL_REVOLVER,heavy_pi_t9revolver02,barcust3,icon_attachment_pi_t9revolver_heavy_02,ATTACHMENTS_TANGO/BARREL_HEAVY2_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,5,5,0,-2.5,0,,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|1,ATTACHMENTS/MOD_SPRINT_MOVE_SPEED|-1,,,,,,,0,,,
2802,,frontpiece,ATTACHMENTS_TANGO/BARREL_MIXBARREL_PISTOL_REVOLVER,mixbarrel_pi_t9revolver01,barmid,icon_attachment_pi_t9revolver_mixbarrel_01,ATTACHMENTS_TANGO/BARREL_MIXBARREL_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,5,5,0,-7.5,0,,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|1,ATTACHMENTS/MOD_BULLET_VELOCITY|1,ATTACHMENTS/MOD_SPRINT_MOVE_SPEED|-1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|-1,,,,,0,,,
2803,,frontpiece,ATTACHMENTS_TANGO/BARREL_MIXBARREL2_PISTOL_REVOLVER,mixbarrel_pi_t9revolver02,barcust2,icon_attachment_pi_t9revolver_mixbarrel_02,ATTACHMENTS_TANGO/BARREL_MIXBARREL2_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,-5,5,10,0,0,-2.5,,ATTACHMENTS/MOD_DAMAGE|1,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|1,ATTACHMENTS/MOD_BULLET_VELOCITY|1,ATTACHMENTS/MOD_MAX_AMMO|-1,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|-1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|-1,,,0,,,
2804,,magazine,ATTACHMENTS_TANGO/MAG_EXTCLIP_PI_9_T9,extclip_pi_t9revolver01,xmags,icon_attachment_pi_t9revolver_extclip_01,ATTACHMENTS_TANGO/MAGS_EXT_PI_T9_DESC,,,,,,,0,0,0,0,0,-2,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|-1,,,,,0,,,
2805,,magazine,ATTACHMENTS_TANGO/MAG_EXTCLIP_PI_12_T9,extclip_pi_t9revolver02,xmagslrg,icon_attachment_pi_t9revolver_extclip_02,ATTACHMENTS_TANGO/MAGS_EXT2_PI_T9_DESC,,,,,,,0,0,0,0,-2,-2,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|-1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,0,,,
2806,,magazine,ATTACHMENTS_TANGO/MAG_FASTRELOAD_PI_T9,fastreload_pi_t9revolver01,fastmags,icon_attachment_pi_t9revolver_fastreload_01,ATTACHMENTS_TANGO/MAGS_FAST2_PI_T9_DESC,,,,,,,0,0,0,0,0,2,,ATTACHMENTS/MOD_RELOAD_QUICKNESS|1,,,,,,,,0,,,
2807,,magazine,ATTACHMENTS_TANGO/MAG_FASTRELOAD2_PI_T9,fastreload_pi_t9revolver02,fastmags2,icon_attachment_pi_t9revolver_fastreload_02,ATTACHMENTS_TANGO/MAGS_SPEED3_PI_T9_DESC,,,,,,,0,0,0,0,-1,3,,ATTACHMENTS/MOD_RELOAD_QUICKNESS|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,,,0,,,
2808,,magazine,ATTACHMENTS_TANGO/MAG_FAST_PI_9_T9,mixclip_pi_t9revolver01,smags,icon_attachment_pi_t9revolver_mixclip_01,ATTACHMENTS_TANGO/MAGS_SPEED2_PI_T9_DESC,,,,,,,0,0,0,0,-2,3,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,0,,,
2809,,magazine,ATTACHMENTS_TANGO/MAG_FAST_PI_12_T9,mixclip_pi_t9revolver02,smags2,icon_attachment_pi_t9revolver_mixclip_02,ATTACHMENTS_TANGO/MAG_MIXCLIP2_PI_T9_DESC,,,,,,,0,0,0,0,-2.5,5,,ATTACHMENTS/MOD_MAGAZINE_AMMO_CAPACITY|1,ATTACHMENTS/MOD_MAX_AMMO|1,ATTACHMENTS/MOD_RELOAD_QUICKNESS|1,ATTACHMENTS/MOD_AMMO_CAPACITY_T9|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,0,,,
2810,,muzzle,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED_OTHER,suppressor_pi_t9revolver01,silencer,icon_attachment_pi_t9revolver_suppressor_01,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,-5,-5,0,0,7.5,,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|-1,,,,,,,0,,,
2811,,muzzle,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED2_OTHER,suppressor_pi_t9revolver02,silencer2,icon_attachment_pi_t9revolver_suppressor_02,ATTACHMENTS_TANGO/MUZZLE_SUPPRESSED2_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.25,-5,-5,0,0,10,,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_EFFECTIVE_DAMAGE_RANGE|-1,,,,,,0,,,
2812,,muzzle,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE_45APC,mixmuzzle_pi_t9revolver01,silencer3,icon_attachment_pi_t9revolver_mixmuzzle_01,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE_45APC_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,0,7.5,,ATTACHMENTS/MOD_MUZZLE_FLASH|1,,,,,,,,0,,,
2813,,muzzle,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE2_GENERAL,mixmuzzle_pi_t9revolver02,silencer4,icon_attachment_pi_t9revolver_mixmuzzle_02,ATTACHMENTS_TANGO/MUZZLE_MIXMUZZLE2_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,1.5,0,0,0,-3.5,11,,ATTACHMENTS/MOD_MUZZLE_FLASH|1,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|-1,,,,,0,,,
2814,,muzzle,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR_45APC,compensator_pi_t9revolver01,comp,icon_attachment_pi_t9revolver_compensator_01,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR_45APC_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,0,5,,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,,,,,,,,0,,,
2815,,muzzle,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR2_GENERAL,compensator_pi_t9revolver02,linearbrake,icon_attachment_pi_t9revolver_compensator_02,ATTACHMENTS_TANGO/MUZZLE_COMPENSATOR2_PI_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,0,10,,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|-1,,,,,,,0,,,
2816,,extrapstl,ATTACHMENTS_TANGO/BODY_LIGHT_GENERAL,light_pi_t9revolver01,laser,icon_attachment_pi_t9revolver_light_01,ATTACHMENTS_TANGO/BODY_LIGHT_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,0,0,,ATTACHMENTS/MOD_REVEAL_DISTANCE|1,,,,,,,,0,,,
2817,,extrapstl,ATTACHMENTS_TANGO/BODY_LIGHT2_GENERAL,light_pi_t9revolver02,laserbalanced,icon_attachment_pi_t9revolver_light_02,ATTACHMENTS_TANGO/BODY_LIGHT2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,-4,0,,ATTACHMENTS/MOD_REVEAL_DISTANCE|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,,,,0,,,
2818,,extrapstl,ATTACHMENTS_TANGO/BODY_STEADYAIM_GENERAL,steadyaim_pi_t9revolver01,laserads,icon_attachment_pi_t9revolver_steadyaim_02,ATTACHMENTS_TANGO/BODY_STEADYAIM_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,0,0,,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,,,,,,,,0,,,
2819,,extrapstl,ATTACHMENTS_TANGO/STEADYAIM_AR_T902,steadyaim_pi_t9revolver02,laserrange,icon_attachment_pi_t9revolver_steadyaim_01,ATTACHMENTS_TANGO/BODY_STEADYAIM2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,-4,0,,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,,,,0,,,
2820,,extrapstl,ATTACHMENTS_TANGO/MIXBODY_AR_T901,mixbody_pi_t9revolver01,lasermix,icon_attachment_pi_t9revolver_mixbody_01,ATTACHMENTS_TANGO/BODY_MIXBODY_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,0,0,,ATTACHMENTS/MOD_REVEAL_DISTANCE_ADS|1,,,,,,,,0,,,
2821,,extrapstl,ATTACHMENTS_TANGO/BODY_MIXBODY2_GENERAL,mixbody_pi_t9revolver02,lasermix2,icon_attachment_pi_t9revolver_mixbody_02,ATTACHMENTS_TANGO/BODY_MIXBODY2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3,0,0,0,-3,-3,,ATTACHMENTS/MOD_REVEAL_DISTANCE|1,ATTACHMENTS/MOD_HIP_FIRE_ACCURACY|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,ATTACHMENTS/MOD_ADS_TIME|-1,,,,,0,,,
2822,,backpiece,ATTACHMENTS/DUAL_WIELD,akimbo_pi_t9burst,akimbo,icon_attachment_akimbo,ATTACHMENTS_TANGO/STOCK_DUALWIELD_DESC,PERKS_AKIMBO,optic,,,,,0,0,0,0,0,0,,,,,,,,,,0,,,
2823,,backpiece,ATTACHMENTS/DUAL_WIELD,akimbo_pi_t9semiauto,akimbo,icon_attachment_akimbo,ATTACHMENTS_TANGO/STOCK_DUALWIELD_DESC,PERKS_AKIMBO,optic,,,,,0,0,0,0,0,0,,,,,,,,,,0,,,
2824,,gunperk,ATTACHMENTS/AKIMBO,akimbo_sm_t9handling,akimbo,icon_attachment_akimbo,ATTACHMENTS/DESC_AKIMBO,PERKS_AKIMBO,backpiece,,,,,-10,7,0,15,-5,0,,ATTACHMENTS/MOD_HIP_FIRE_TWO_WEAPONS|1,ATTACHMENTS/MOD_NO_ADS|-1,,,,,,,0,,,
2825,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_GRIP_FULLAUTO,grip_ar_t9fastfire01,gripvert,icon_attachment_ar_t9fastfire_grip_01,ATTACHMENTS_TANGO/UNDERBARREL_GRIP_FULLAUTO_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,0,0,,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|1,,,,,,,,0,,,
2826,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_GRIP2_FULLAUTO,grip_ar_t9fastfire02,gripvertpro,icon_attachment_ar_t9fastfire_grip_02,ATTACHMENTS_TANGO/DESC_GRIPVERT_T9,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,0,0,-5,0,,ATTACHMENTS/MOD_VERTICAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,,,,,,0,,,
2827,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_SPEEDGRIP_GENERAL,speedgrip_ar_t9fastfire01,gripcust,icon_attachment_ar_t9fastfire_speedgrip_01,ATTACHMENTS_TANGO/UNDERBARREL_SPEEDGRIP_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,7,0,,ATTACHMENTS/MOD_MELEE_QUICKNESS|1,,,,,,,,0,,,
2828,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_SPEEDGRIP2_GENERAL,speedgrip_ar_t9fastfire02,gripcust2,icon_attachment_ar_t9fastfire_speedgrip_02,ATTACHMENTS_TANGO/UNDERBARREL_LIGHT_POLY_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,10,0,,ATTACHMENTS/MOD_MOVEMENT_SPEED|1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|1,,,,,,0,,,
2829,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_MIXUNDER_GENERAL,mixunder_ar_t9fastfire01,gripang,icon_attachment_ar_t9fastfire_mixunder_01,ATTACHMENTS_TANGO/UNDERBARREL_POLY_FORE2_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,0,0,0,0,5,0,,ATTACHMENTS/MOD_SPRINT_MOVE_SPEED|1,,,,,,,,0,,,
2830,,undermount,ATTACHMENTS_TANGO/UNDERBARREL_MIXUNDER2_GENERAL,mixunder_ar_t9fastfire02,gripangpro,icon_attachment_ar_t9fastfire_mixunder_02,ATTACHMENTS_TANGO/UNDERBARREL_POLY_FORE_T9_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.25,0,0,0,7,-3,,ATTACHMENTS/MOD_SPRINT_MOVE_SPEED|1,ATTACHMENTS/MOD_HORIZONTAL_RECOIL_CONTROL|1,ATTACHMENTS/MOD_MOVEMENT_SPEED|-1,ATTACHMENTS/MOD_SHOOTING_MOVE_SPEED|-1,ATTACHMENTS/MOD_ADS_MOVEMENT_SPEED|-1,,,,0,,,
2831,,reargrip,ATTACHMENTS_TANGO/HANDLE_HANDLE_GENERAL,handle_ar_t9fastfire01,pistolgrip01,icon_attachment_ar_t9fastfire_handle_01,ATTACHMENTS_TANGO/HANDLE_HANDLE_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.75,0,0,0,0,0,,ATTACHMENTS/MOD_FLINCH_RESISTANCE|1,,,,,,,,0,,,
2832,,reargrip,ATTACHMENTS_TANGO/HANDLE_HANDLE2_GENERAL,handle_ar_t9fastfire02,pistolgrip02,icon_attachment_ar_t9fastfire_handle_02,ATTACHMENTS_TANGO/HANDLE_HANDLE2_GENERAL_DESC,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,4,0,,ATTACHMENTS/MOD_ADS_TIME|1,ATTACHMENTS/MOD_FLINCH_RESISTANCE|1,ATTACHMENTS/MOD_SPRINT_FIRE_TIME|-1,,,,,,0,,,
