 ,rec,front,back,mag,guard,guardrail,guardnogrip,guardheavy,guardlight,guardcust,triggrip,toprail,reargrip,cable,boltaction,scope,scopenorail,scopenvg,reflex,reflex2,reflex3,reflex4,reflex5,reflexmini,reflexmini2,reflexmini3,holo,holo2,holo3,acog,acog2,acog3,acog4,thermal,thermal2,thermal3,thermalvz,hybrid,hybrid2,hybrid3,hybrid4,vzscope,ironsdefault,ironsight,toprailcust,gripdefault,gripvert,gripvertpro,gripang,gripangpro,gripcust,gripcust2,pistolgrip01,pistolgrip02,pistolgrip03,pistolgrip04,pistolgrip05,pistolgrip06,cableh,cablel,cabletac,gl,glsmoke,glgas,glconc,glflash,glincendiary,glsemtex,glsnap,ubshtgn,ubshtgn02,bipod,barlong,barmid,barshort,barshortnoguard,barcust,barcustnoguard,barcust2,barsil,barsil2,barextra,stockl,stockh,stocks,stockno,stockfold,stockcust,smags,xmags,xmagslrg,vertmags,vertmags2,drums,calsmg,calsmgdrums,calsnpr,calar,calcust,calcust2,calcustmags,calcustmags2,silencer,silencer2,silencer3,silencer4,brake,linearbrake,comp,choke,flashhider,fmj,laser,laserrange,laserbalanced,laserir,laserads,triggripcust,melee,melee2,meleeub,rack,bolt,bolt2,bolt3,bolt4,bolthvy,boltl,bolttac,strap,semi,burst,auto,selectsemi,selectburst,selectauto,akimbo,griprear,trig,trigcust,trigcust02,trigcust03,recstocks,recstockl,recstockh,crouchrecoil,fastswap,fastreload,flinch,maxammo,gunperk_semi,gunperk_burst,gunperk_burst3fast,gunperk_auto,gunperk_fastmelee,gunperk_xp,gunperk_dexterity,gunperk_glintreduce,gunperk_hardmelee,gunperk_holdbreath,gunperk_marksman,gunperk_binarytrigger,ammomod_impact,ammomod_slow,ammomod_subsonic,ammomod_wound,br_rangeext,
iw8_sm_smgolf45_mpdmb,rec_smgolf45,front_smgolf45,back_smgolf45,mag_smgolf45,,,,,,,triggrip_smgolf45,,,,,,,,,,,,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,,,,,,,,,hybrid_west02,,hybrid_thermal,hybrid_west03,,ironsdefault_smgolf45,,,,,,,,griphip_modern,,pistolgrip01_smgolf45,pistolgrip02_smgolf45,pistolgrip03_smgolf45,,,,,,,,,,,,,,,,,,barlong_smgolf45,barmid_smgolf45,barshort_smgolf45,,,,,,,,stockl_smgolf45,stockh_smgolf45,stockcqb_smgolf45,stockno_smgolf45,,,smags_smgolf45,,xmagslrg_smgolf45,,,,,,,,,,,,,,,,,,comp_smgolf45,,,,laser,laserrange,laserbalanced,laserir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gunperk_burst_smgolf45,,,,,,,,,,,,,,,,
iw8_sm_smgolf45_mpmtx,rec_smgolf45,front_smgolf45,back_smgolf45,mag_smgolf45,,,,,,,triggrip_smgolf45,,,,,,,,,,,,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,,,,,,,,,hybrid_west02,,hybrid_thermal,hybrid_west03,,ironsdefault_smgolf45,,,,,,,,griphip_modern,,pistolgrip01_smgolf45,pistolgrip02_smgolf45,pistolgrip03_smgolf45,,,,,,,,,,,,,,,,,,barlong_smgolf45,barmid_smgolf45,barshort_smgolf45,,,,,,,,stockl_smgolf45,stockh_smgolf45,stockcqb_smgolf45,stockno_smgolf45,,,smags_smgolf45,,xmagslrg_smgolf45,,,,,,,,,,,,,,,,,,comp_smgolf45,,,,laser,laserrange,laserbalanced,laserir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gunperk_burst_smgolf45,,,,,,,,,,,,,,,,
iw8_sm_victor,rec_victor,front_victor,back_victor,mag_victor,,,,,,,,,,,,,,,reflex_west01_irons,reflex_west02_irons,,reflex_east02_irons,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,acog_west01_ironstall,acog_east01_ironstall,acog_west02_ironstall,,,,,,,,hybrid_thermal_ironstall,hybrid_west03_ironstall,,ironsdefault_victor,,,,,,,,,,pistolgrip01_victor,pistolgrip02_victor,pistolgrip03_victor,,,,,,,,,,,,,,,,,,barlong_victor,,,,,,,barsil_victor,,,,stockh_victor,stocks_victor,stockno_victor,,stocksn_victor,smags_victor,,,,,drums_victor,,,,,,,,,,silencer2_victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sm_victor_mpmtx,rec_victor,front_victor,back_victor,mag_victor,,,,,,,,,,,,,,,reflex_west01_irons,reflex_west02_irons,,reflex_east02_irons,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,acog_west01_ironstall,acog_east01_ironstall,acog_west02_ironstall,,,,,,,,hybrid_thermal_ironstall,hybrid_west03_ironstall,,ironsdefault_victor,,,,,,,,,,pistolgrip01_victor,pistolgrip02_victor,pistolgrip03_victor,,,,,,,,,,,,,,,,,,barlong_victor,,,,,,,barsil_victor,,,,stockh_victor,stocks_victor,stockno_victor,,stocksn_victor,smags_victor,,,,,drums_victor,,,,,,,,,,silencer2_victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_dpapa12,rec_dpapa12,front_dpapa12,,ammo_dpapa12,guard_dpapa12,,,guardheavy_dpapa12,guardlight_dpapa12_mp,guardcust_dpapa12,,,,,,,,,,,,,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,,,,,,,,,,,,,,ironsdefault_dpapa12,,,gripcust_dpapa12,gripvert_dpapa12,gripvertpro_dpapa12,gripang_dpapa12,gripangpro_dpapa12,griphip_dpapa12,,pistolgrip01_dpapa12,pistolgrip02_dpapa12,pistolgrip03_dpapa12,,,,,,,,,,,,,,,,,,barlong_dpapa12,barmid_dpapa12,barshort_dpapa12,,,,,,,,,,,,,,,xtube_dpapa12,,,,,,,,,,slugs_dpapa12,,,silencer_dpapa12,silencersleeve_dpapa12,silencerbalanced_dpapa12,,brake_dpapa12,linearbrake_dpapa12,comp_dpapa12,choke_dpapa12,flashhider_dpapa12,,,,,,,,muzzlemelee_dpapa12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_dpapa12_mpv2,rec_dpapa12,front_dpapa12_v2,,ammo_dpapa12,guard_dpapa12,,,guardheavy_dpapa12,guardlight_dpapa12_mp,guardcust_dpapa12,,,,,,,,,,,,,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,,,,,,,,,,,,,,ironsdefault_dpapa12,,,gripcust_dpapa12,gripvert_dpapa12,gripvertpro_dpapa12,gripang_dpapa12,gripangpro_dpapa12,griphip_dpapa12,,pistolgrip01_dpapa12_v2,pistolgrip02_dpapa12_v2,pistolgrip03_dpapa12_v2,,,,,,,,,,,,,,,,,,barlong_dpapa12_v2,barmid_dpapa12_v2,barshort_dpapa12_v2,,,,,,,,,,,,,,,xtube_dpapa12_v2,,,,,,,,,,slugs_dpapa12,,,silencer_dpapa12,silencersleeve_dpapa12,silencerbalanced_dpapa12,,brake_dpapa12,linearbrake_dpapa12,comp_dpapa12,choke_dpapa12,flashhider_dpapa12,,,,,,,,muzzlemelee_dpapa12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_dpapa12_mpdmb,rec_dpapa12,front_dpapa12_v2,,ammo_dpapa12,guard_dpapa12,,,guardheavy_dpapa12,guardlight_dpapa12_mp,guardcust_dpapa12,,,,,,,,,,,,,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,,,,,,,,,,,,,,ironsdefault_dpapa12,,,gripcust_dpapa12,gripvert_dpapa12,gripvertpro_dpapa12,gripang_dpapa12,gripangpro_dpapa12,griphip_dpapa12,,pistolgrip01_dpapa12_v2,pistolgrip02_dpapa12_v2,pistolgrip03_dpapa12_v2,,,,,,,,,,,,,,,,,,barlong_dpapa12_v2,barmid_dpapa12_v2,barshort_dpapa12_v2,,,,,,,,,,,,,,,xtube_dpapa12_v2,,,,,,,,,,slugs_dpapa12_dmb,,,silencer_dpapa12,silencersleeve_dpapa12,silencerbalanced_dpapa12,,brake_dpapa12,linearbrake_dpapa12,comp_dpapa12,choke_dpapa12,flashhider_dpapa12,,,,,,,,muzzlemelee_dpapa12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_oscar12,rec_oscar12,front_oscar12,back_oscar12,mag_oscar12,,,,,,,,,,,,,,,,,,,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,,,,,,,,,,,,,,ironsdefault_oscar12,,,gripside_oscar12,gripvert_oscar12,,gripang_oscar12,,,,pistolgrip01_oscar12,pistolgrip02_oscar12,pistolgrip03_oscar12,,,,,,,,,,,,,,,,,,barlong_oscar12,barmid_oscar12,barshort_oscar12,,,,,,,,stockl_oscar12,stockh_oscar12,stocks_oscar12,stockno_oscar12,,,,xmags_oscar12,,,,drums_oscar12,,,,,,slugs_oscar12,,,silencer_oscar12,silencersleeve_oscar12,silencerbalanced_oscar12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_oscar12_mpa,rec_oscar12a,front_oscar12a,back_oscar12a,mag_oscar12a,,,,,,,,,,,,,,,,,,,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,,,,,,,,,,,,,,ironsdefault_oscar12,,,gripside_oscar12a,gripvert_oscar12,,gripang_oscar12,,,,pistolgrip01_oscar12,pistolgrip02_oscar12,pistolgrip03_oscar12,,,,,,,,,,,,,,,,,,barlong_oscar12,barmid_oscar12,barshort_oscar12,,,,,,,,stockl_oscar12,stockh_oscar12,stocks_oscar12,stockno_oscar12,,,,xmags_oscar12,,,,drums_oscar12,,,,,,slugs_oscar12,,,silencer_oscar12,silencersleeve_oscar12,silencerbalanced_oscar12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_oscar12_mpv2,rec_oscar12,front_oscar12,back_oscar12,mag_oscar12,,,,,,,,,,,,,,,,,,,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,,,,,,,,,,,,,,ironsdefault_oscar12,,,gripside_oscar12,gripvert_oscar12,,gripang_oscar12,,,,pistolgrip01_oscar12_v2,pistolgrip02_oscar12_v2,pistolgrip03_oscar12_v2,,,,,,,,,,,,,,,,,,barlong_oscar12,barmid_oscar12,barshort_oscar12,,,,,,,,stockl_oscar12,stockh_oscar12,stocks_oscar12,stockno_oscar12,,,,xmags_oscar12,,,,drums_oscar12,,,,,,slugs_oscar12,,,silencer_oscar12,silencersleeve_oscar12,silencerbalanced_oscar12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_oscar12_mpv2a,rec_oscar12a,front_oscar12a,back_oscar12a,mag_oscar12a,,,,,,,,,,,,,,,,,,,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,,,,,,,,,,,,,,ironsdefault_oscar12,,,gripside_oscar12a,gripvert_oscar12,,gripang_oscar12,,,,pistolgrip01_oscar12_v2,pistolgrip02_oscar12_v2,pistolgrip03_oscar12_v2,,,,,,,,,,,,,,,,,,barlong_oscar12,barmid_oscar12,barshort_oscar12,,,,,,,,stockl_oscar12,stockh_oscar12,stocks_oscar12,stockno_oscar12,,,,xmags_oscar12,,,,drums_oscar12,,,,,,slugs_oscar12,,,silencer_oscar12,silencersleeve_oscar12,silencerbalanced_oscar12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_charlie725,rec_charlie725,front_charlie725,back_charlie725,ammo_charlie725,guard_charlie725,,,guardheavy_charlie725,guardlight_charlie725,guardcust_charlie725,,,,,,custscope_charlie725,,,,,,,,,,,,,,,,,,,,,,,,,,,ironsdefault_charlie725,,,,gripvert_charlie725,gripvertpro_charlie725,gripang_charlie725,gripangpro_charlie725,griphip_charlie725,,pistolgrip01_charlie725,pistolgrip02_charlie725,pistolgrip03_charlie725,,,,,,,,,,,,,,,,,,barlong_charlie725,,barshort_charlie725,,barcust_charlie725,,,,,,stockl_charlie725,stockh_charlie725,stocks_charlie725,stockno_charlie725,,,,,,,,,,,,,,slugs_charlie725,,,silencershtgn_charlie725,silencersleeveshtgn_charlie725,silencerbalancedshtgn_charlie725,,brake_charlie725,linearcomp_charlie725,comp_charlie725,choke_charlie725,flashhider_charlie725,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,muzzlemelee_charlie725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_charlie725_mpa,rec_charlie725a,front_charlie725a,back_charlie725a,ammo_charlie725a,guard_charlie725a,,,guardheavy_charlie725,guardlight_charlie725,guardcust_charlie725,,,,,,custscope_charlie725,,,,,,,,,,,,,,,,,,,,,,,,,,,ironsdefault_charlie725,,,,gripvert_charlie725,gripvertpro_charlie725,gripang_charlie725,gripangpro_charlie725,griphip_charlie725,,pistolgrip01_charlie725,pistolgrip02_charlie725,pistolgrip03_charlie725,,,,,,,,,,,,,,,,,,barlong_charlie725,,barshort_charlie725,,barcust_charlie725,,,,,,stockl_charlie725,stockh_charlie725,stocks_charlie725,stockno_charlie725,,,,,,,,,,,,,,slugs_charlie725,,,silencershtgn_charlie725,silencersleeveshtgn_charlie725,silencerbalancedshtgn_charlie725,,brake_charlie725,linearcomp_charlie725,comp_charlie725,choke_charlie725,flashhider_charlie725,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,muzzlemelee_charlie725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_charlie725_mpv2,rec_charlie725,front_charlie725,back_charlie725,ammo_charlie725,guard_charlie725,,,guardheavy_charlie725,guardlight_charlie725,guardcust_charlie725,,,,,,custscope_charlie725_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,ironsdefault_charlie725,,,,gripvert_charlie725,gripvertpro_charlie725,gripang_charlie725,gripangpro_charlie725,griphip_charlie725,,pistolgrip01_charlie725,pistolgrip02_charlie725,pistolgrip03_charlie725,,,,,,,,,,,,,,,,,,barlong_charlie725,,barshort_charlie725,,barcust_charlie725,,,,,,stockl_charlie725,stockh_charlie725,stocks_charlie725,stockno_charlie725,,,,,,,,,,,,,,slugs_charlie725,,,silencershtgn_charlie725,silencersleeveshtgn_charlie725,silencerbalancedshtgn_charlie725,,brake_charlie725,linearcomp_charlie725,comp_charlie725,choke_charlie725,flashhider_charlie725,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,muzzlemelee_charlie725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_charlie725_mpv2a,rec_charlie725a,front_charlie725a,back_charlie725a,ammo_charlie725a,guard_charlie725a,,,guardheavy_charlie725,guardlight_charlie725,guardcust_charlie725,,,,,,custscope_charlie725_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,ironsdefault_charlie725,,,,gripvert_charlie725,gripvertpro_charlie725,gripang_charlie725,gripangpro_charlie725,griphip_charlie725,,pistolgrip01_charlie725,pistolgrip02_charlie725,pistolgrip03_charlie725,,,,,,,,,,,,,,,,,,barlong_charlie725,,barshort_charlie725,,barcust_charlie725,,,,,,stockl_charlie725,stockh_charlie725,stocks_charlie725,stockno_charlie725,,,,,,,,,,,,,,slugs_charlie725,,,silencershtgn_charlie725,silencersleeveshtgn_charlie725,silencerbalancedshtgn_charlie725,,brake_charlie725,linearcomp_charlie725,comp_charlie725,choke_charlie725,flashhider_charlie725,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,muzzlemelee_charlie725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_charlie725_mpdmb,rec_charlie725a,front_charlie725a,back_charlie725a,ammo_charlie725a,guard_charlie725a,,,guardheavy_charlie725,guardlight_charlie725,guardcust_charlie725,,,,,,custscope_charlie725_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,ironsdefault_charlie725,,,,gripvert_charlie725,gripvertpro_charlie725,gripang_charlie725,gripangpro_charlie725,griphip_charlie725,,pistolgrip01_charlie725,pistolgrip02_charlie725,pistolgrip03_charlie725,,,,,,,,,,,,,,,,,,barlong_charlie725,,barshort_charlie725,,barcust_charlie725,,,,,,stockl_charlie725,stockh_charlie725,stocks_charlie725,stockno_charlie725,,,,,,,,,,,,,,slugs_charlie725,,,silencershtgn_charlie725,silencersleeveshtgn_charlie725,silencerbalancedshtgn_charlie725,,brake_charlie725,linearcomp_charlie725,comp_charlie725,choke_charlie725,flashhider_charlie725,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,muzzlemelee_charlie725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_romeo870,rec_romeo870_mp,front_romeo870,back_romeo870,ammo_romeo870,,griprail_romeo870,grip_romeo870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ironsdefault_romeo870,,,,gripvert_romeo870,gripvertpro_romeo870,gripang_romeo870,gripangpro_romeo870,gripcust_romeo870,gripcust2_romeo870,pistolgrip01_romeo870,pistolgrip02_romeo870,pistolgrip03_romeo870,,,,,,,,,,,,,,,,,,barlong_romeo870,,barshort_romeo870,,barcust_romeo870_mp,,,,,barextra_romeo870,stockl_romeo870,stockh_romeo870,stocks_romeo870,stockno_romeo870,,stockh02_romeo870,,xtube_romeo870_mp,,,xmagslrg_romeo870,,,,,,caldb_romeo870,slugs_romeo870,vertmags_slugs_romeo870,vertmags_caldb_romeo870,,silencersleeveshtgn_mp,,,,,,,,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_romeo870_mpa,rec_romeo870a,front_romeo870_v2a,back_romeo870a,ammo_romeo870a,,griprail_romeo870a,grip_romeo870a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ironsdefault_romeo870,,,,gripvert_romeo870,gripvertpro_romeo870,gripang_romeo870,gripangpro_romeo870,gripcust_romeo870,gripcust2_romeo870,pistolgrip01_romeo870,pistolgrip02_romeo870,pistolgrip03_romeo870,,,,,,,,,,,,,,,,,,barlong_romeo870,,barshort_romeo870,,barcust_romeo870_mp,,,,,barextra_romeo870,stockl_romeo870,stockh_romeo870,stocks_romeo870_v2,stockno_romeo870_v2,,stockh02_romeo870,,xtube_romeo870_mp,,,xmagslrg_romeo870,,,,,,caldb_romeo870,slugs_romeo870,vertmags_slugs_romeo870,vertmags_caldb_romeo870,,silencersleeveshtgn_mp,,,,,,,,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_romeo870_mpdmb,rec_romeo870a,front_romeo870_v2a,back_romeo870a,ammo_romeo870a,,griprail_romeo870a,grip_romeo870a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ironsdefault_romeo870,,,,gripvert_romeo870,gripvertpro_romeo870,gripang_romeo870,gripangpro_romeo870,gripcust_romeo870,gripcust2_romeo870,pistolgrip01_romeo870,pistolgrip02_romeo870,pistolgrip03_romeo870,,,,,,,,,,,,,,,,,,barlong_romeo870,,barshort_romeo870,,barcust_romeo870_mp,,,,,barextra_romeo870,stockl_romeo870,stockh_romeo870,stocks_romeo870_v2,stockno_romeo870_v2,,stockh02_romeo870,,xtube_romeo870_mp,,,xmagslrg_romeo870,,,,,,caldb_romeo870,slugs_romeo870,vertmags_slugs_romeo870,vertmags_caldb_romeo870,,silencersleeveshtgn_mp,,,,,,,,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_romeo870_mpdmb2,rec_romeo870a,front_romeo870_v2a,back_romeo870a,ammo_romeo870a,,griprail_romeo870a,grip_romeo870a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ironsdefault_romeo870,,,,gripvert_romeo870,gripvertpro_romeo870,gripang_romeo870,gripangpro_romeo870,gripcust_romeo870,gripcust2_romeo870,pistolgrip01_romeo870,pistolgrip02_romeo870,pistolgrip03_romeo870,,,,,,,,,,,,,,,,,,barlong_romeo870,,barshort_romeo870,,barcust_romeo870_mp,,,,,barextra_romeo870,stockl_romeo870,stockh_romeo870,stocks_romeo870_v2,stockno_romeo870_v2,,stockh02_romeo870,,xtube_romeo870_mp,,,xmagslrg_romeo870,,,,,,caldb_romeo870,slugs_romeo870_dmb,vertmags_slugs_romeo870_dmb,vertmags_caldb_romeo870,,silencersleeveshtgn_mp,,,,,,,,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_romeo870_mpv2,rec_romeo870_mp,front_romeo870_v2,back_romeo870,ammo_romeo870,,griprail_romeo870,grip_romeo870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ironsdefault_romeo870,,,,gripvert_romeo870,gripvertpro_romeo870,gripang_romeo870,gripangpro_romeo870,gripcust_romeo870,gripcust2_romeo870,pistolgrip01_romeo870,pistolgrip02_romeo870,pistolgrip03_romeo870,,,,,,,,,,,,,,,,,,barlong_romeo870,,barshort_romeo870,,barcust_romeo870_mp,,,,,barextra_romeo870,stockl_romeo870,stockh_romeo870,stocks_romeo870_v2,stockno_romeo870_v2,,stockh02_romeo870,,xtube_romeo870_mp,,,xmagslrg_romeo870,,,,,,caldb_romeo870,slugs_romeo870,vertmags_slugs_romeo870,vertmags_caldb_romeo870,,silencersleeveshtgn_mp,,,,,,,,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_romeo870_mpv3,rec_romeo870,front_romeo870_v2,back_romeo870,ammo_romeo870,,griprail_romeo870,grip_romeo870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ironsdefault_romeo870,,,,gripvert_romeo870,gripvertpro_romeo870,gripang_romeo870,gripangpro_romeo870,gripcust_romeo870,gripcust2_romeo870,pistolgrip01_romeo870,pistolgrip02_romeo870,pistolgrip03_romeo870,,,,,,,,,,,,,,,,,,barlong_romeo870,,barshort_romeo870,,barcust_romeo870_mp,,,,,barextra_romeo870,stockl_romeo870,stockh_romeo870,stocks_romeo870,stockno_romeo870,,stockh02_romeo870,,xtube_romeo870_mp,,,xmagslrg_romeo870,,,,,,caldb_romeo870,slugs_romeo870,vertmags_slugs_romeo870,vertmags_caldb_romeo870,,silencersleeveshtgn_mp,,,,,,,,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_sh_mike26,rec_mike26,front_mike26,back_mike26,mag_mike26,,,,,,,,,,,,,,,,,,,,minireddot_tall,minireddot02_tall,minireddot03_tall,,,,,,,,,,,,,,,,,ironsdefault_mike26,,,gripside_mike26,gripvert_mike26,,gripang_mike26,,griphip_mike26,,pistolgrip01_mike26,pistolgrip02_mike26,pistolgrip03_mike26,,,,,,,,,,,,,,,,,,barlong_mike26,barmid_mike26,barshort_mike26,,,,,,,,stockl_mike26,stockh_mike26,stocks_mike26,stockno_mike26,,,smags_mike26,xmags_mike26,,,,,,,,,caldb_mike26,slugs_mike26,,,silencershtgn_mike26,silencersleeveshtgn_mike26,silencerbalancedshtgn_mike26,,brake_mike26,,comp_mike26,choke_mike26,flashhider_mike26,,lasershtgn_bar,laserrangeshtgn_bar,laserbalanced_bar,laserir_bar,laserads_bar,,muzzlemelee_mike26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_lm_kilo121,rec_kilo121,front_kilo121,back_kilo121,mag_kilo121,,,,,,,,,,,,,,,reflex_west01_irons,reflex_west02_irons,reflex_east01_irons,reflex_east02_irons,,,,,holoirons_west01,,,acog_west01,acog_east01,acog_west02_irons,,,,,,,,,,,ironsdefault_kilo121,,,,,,,,griphip,,pistolgrip01_kilo121,pistolgrip02_kilo121,pistolgrip03_kilo121,,,,,,,,,,,,,,,,,bipod_kilo121,barlong_kilo121,barmid_kilo121,barshort_kilo121,,,,,,,,stockl_kilo121,stockh_kilo121,stocks_kilo121,stockno_kilo121,,stockcust_kilo121,,xmags_kilo121,,,,drums_kilo121,,,,,,,,,,,,,,,,,flashhider_kilo121,,laser_bar,laserrange_bar,laserbalancedlmg_bar,laserir_bar,laserads_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_lm_kilo121jugg,rec_kilo121,front_kilo121,back_kilo121,mag_kilo121,,,,,,,,,,,,,,,,,,,,,,,holoirons_west01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bipod_kilo121,,,barshort_kilo121,,,,,,,,,,,,,,,xmags_kilo121,,,,,,,,,,,,,,,,,,,,,,,laser_bar,laserrange_bar,laserbalancedlmg_bar,laserir_bar,laserads_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_lm_dblmg,rec_kilo121,front_kilo121,back_kilo121,mag_kilo121,,,,,,,,,,,,,,,,,,,,,,,holoirons_west01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bipod_kilo121,,,barshort_kilo121,,,,,,,,,,,,,,,xmags_kilo121,,,,,,,,,,,,,,,,,,,,,,,,,,laserir_bar,laserads_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_minigunksjugg,rec_kilo121,front_kilo121,back_kilo121,mag_kilo121,,,,,,,,,,,,,,,,,,,,,,,holoirons_west01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bipod_kilo121,,,barshort_kilo121,,,,,,,,,,,,,,,xmags_kilo121,,,,,,,,,,,,,,,,,,,,,,,,,,laserir_bar,laserads_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw8_minigunksjugg_reload,rec_kilo121,front_kilo121,back_kilo121,mag_kilo121,,,,,,,,,,,,,,,,,,,,,,,holoirons_west01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bipod_kilo121,,,barshort_kilo121,,,,,,,,,,,,,,,xmags_kilo121,,,,,,,,,,,,,,,,,,,,,,,,,,laserir_bar,laserads_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
